indicatorId,geoUnit,year,type,subtype,value
20063,AUS,2010,Data Status,Data reporting,NA
20063,AUS,2010,Source,Data sources,UIS Education Survey
20063,AUS,2011,Data Status,Data reporting,NA
20063,AUS,2011,Source,Data sources,UIS Education Survey
20063,AUS,2012,Data Status,Data reporting,NA
20063,AUS,2012,Source,Data sources,UIS Education Survey
20063,AUS,2013,Data Status,Data reporting,NA
20063,AUS,2013,Source,Data sources,UIS Education Survey
20063,AUS,2014,Data Status,Data reporting,NA
20063,AUS,2014,Source,Data sources,UIS Education Survey
20063,AUS,2015,Data Status,Data reporting,NA
20063,AUS,2015,Source,Data sources,UIS Education Survey
20063,AUS,2016,Data Status,Data reporting,NA
20063,AUS,2016,Source,Data sources,UIS Education Survey
20063,AUS,2017,Data Status,Data reporting,NA
20063,AUS,2017,Source,Data sources,UIS Education Survey
20063,AUS,2018,Data Status,Data reporting,NA
20063,AUS,2018,Source,Data sources,UIS Education Survey
20063,AUS,2019,Data Status,Data reporting,NA
20063,AUS,2019,Source,Data sources,UIS Education Survey
20063,AUS,2020,Data Status,Data reporting,NA
20063,AUS,2020,Source,Data sources,UIS Education Survey
20063,AUS,2021,Data Status,Data reporting,NA
20063,AUS,2021,Source,Data sources,UIS Education Survey
20063,AUS,2022,Data Status,Data reporting,NA
20063,AUS,2022,Source,Data sources,UIS Education Survey
20063,AUS,2023,Data Status,Data reporting,NA
20063,AUS,2023,Source,Data sources,UIS Education Survey
20063,AUT,2000,Data Status,Data reporting,NA
20063,AUT,2000,Source,Data sources,UIS Education Survey
20063,AUT,2001,Data Status,Data reporting,NA
20063,AUT,2001,Source,Data sources,UIS Education Survey
20063,AUT,2002,Data Status,Data reporting,NA
20063,AUT,2002,Source,Data sources,UIS Education Survey
20063,AUT,2003,Data Status,Data reporting,NA
20063,AUT,2003,Source,Data sources,UIS Education Survey
20063,AUT,2004,Data Status,Data reporting,NA
20063,AUT,2004,Source,Data sources,UIS Education Survey
20063,AUT,2005,Data Status,Data reporting,NA
20063,AUT,2005,Source,Data sources,UIS Education Survey
20063,AUT,2006,Data Status,Data reporting,NA
20063,AUT,2006,Source,Data sources,UIS Education Survey
20063,AUT,2007,Data Status,Data reporting,NA
20063,AUT,2007,Source,Data sources,UIS Education Survey
20063,AUT,2008,Data Status,Data reporting,NA
20063,AUT,2008,Source,Data sources,UIS Education Survey
20063,AUT,2009,Data Status,Data reporting,NA
20063,AUT,2009,Source,Data sources,UIS Education Survey
20063,AUT,2010,Data Status,Data reporting,NA
20063,AUT,2010,Source,Data sources,UIS Education Survey
20063,AUT,2011,Data Status,Data reporting,NA
20063,AUT,2011,Source,Data sources,UIS Education Survey
20063,AUT,2012,Data Status,Data reporting,NA
20063,AUT,2012,Source,Data sources,UIS Education Survey
20063,AUT,2013,Data Status,Data reporting,NA
20063,AUT,2013,Source,Data sources,UIS Education Survey
20063,AUT,2014,Data Status,Data reporting,NA
20063,AUT,2014,Source,Data sources,UIS Education Survey
20063,AUT,2015,Data Status,Data reporting,NA
20063,AUT,2015,Source,Data sources,UIS Education Survey
20063,AUT,2016,Data Status,Data reporting,NA
20063,AUT,2016,Source,Data sources,UIS Education Survey
20063,AUT,2017,Data Status,Data reporting,NA
20063,AUT,2017,Source,Data sources,UIS Education Survey
20063,AUT,2018,Data Status,Data reporting,NA
20063,AUT,2018,Source,Data sources,UIS Education Survey
20063,AUT,2019,Data Status,Data reporting,NA
20063,AUT,2019,Source,Data sources,UIS Education Survey
20063,AUT,2020,Data Status,Data reporting,NA
20063,AUT,2020,Source,Data sources,UIS Education Survey
20063,AUT,2021,Data Status,Data reporting,NA
20063,AUT,2021,Source,Data sources,UIS Education Survey
20063,AUT,2022,Data Status,Data reporting,NA
20063,AUT,2022,Source,Data sources,UIS Education Survey
20063,AUT,2023,Data Status,Data reporting,NA
20063,AUT,2023,Source,Data sources,UIS Education Survey
20063,AZE,2000,Data Status,Data reporting,NA
20063,AZE,2000,Source,Data sources,UIS Education Survey
20063,AZE,2001,Data Status,Data reporting,NA
20063,AZE,2001,Source,Data sources,UIS Education Survey
20063,AZE,2002,Data Status,Data reporting,NA
20063,AZE,2002,Source,Data sources,UIS Education Survey
20063,AZE,2003,Data Status,Data reporting,NA
20063,AZE,2003,Source,Data sources,UIS Education Survey
20063,AZE,2004,Data Status,Data reporting,NA
20063,AZE,2004,Source,Data sources,UIS Education Survey
20063,AZE,2005,Data Status,Data reporting,NA
20063,AZE,2005,Source,Data sources,UIS Education Survey
20063,AZE,2006,Data Status,Data reporting,NA
20063,AZE,2006,Source,Data sources,UIS Education Survey
20063,AZE,2007,Data Status,Data reporting,NA
20063,AZE,2007,Source,Data sources,UIS Education Survey
